"Index","GOOG.Open","GOOG.High","GOOG.Low","GOOG.Close","GOOG.Volume","GOOG.Adjusted"
"2007-01-31",11.6064958572388,12.7771081924438,11.4847030639648,12.4906816482544,5002163322,12.4168739318848
"2007-02-28",12.60276222229,12.6030111312866,11.0346393585205,11.1942911148071,4573643120,11.1281433105469
"2007-03-31",11.0254240036011,11.6064958572388,10.8842029571533,11.4112281799316,4742365168,11.3437986373901
"2007-04-30",11.4012651443481,12.2665224075317,11.2607917785645,11.7404937744141,3732277253,11.6711187362671
"2007-05-31",11.7606678009033,12.6720018386841,11.3925476074219,12.4012670516968,3998198267,12.3279876708984
"2007-06-30",12.4782285690308,13.3248052597046,12.3932971954346,13.0187034606934,5181284205,12.9417753219604
"2007-07-31",13.088191986084,13.9123525619507,12.42542552948,12.7023878097534,4682718433,12.6273288726807
"2007-08-31",12.7148418426514,13.1213178634644,11.966646194458,12.8331480026245,3561326880,12.7573175430298
"2007-09-30",12.8274202346802,14.2413702011108,12.7243061065674,14.128791809082,2786959199,14.0453033447266
"2007-10-31",14.1960401535034,17.6089973449707,14.1870727539062,17.6089973449707,6241346740,17.5049457550049
"2007-11-30",17.5041408538818,18.6112403869629,15.3429908752441,17.2603034973145,6884717244,17.1583099365234
"2007-12-31",17.2107391357422,18.0523357391357,16.2515850067139,17.2224464416504,3425355126,17.120677947998
"2008-01-31",17.2570667266846,17.3691463470459,12.9265480041504,14.0548191070557,6335233336,13.9717674255371
"2008-02-29",13.1673946380615,13.4754905700684,11.1295337677002,11.7355117797852,7113985391,11.666166305542
"2008-03-31",11.7437324523926,11.773868560791,10.2642774581909,10.9706287384033,5846452106,10.9058027267456
"2008-04-30",11.1517009735107,14.5669002532959,10.9838304519653,14.303635597229,5743234666,14.2191143035889
"2008-05-31",14.4037609100342,15.0050077438354,13.3950424194336,14.5903120040894,4200999578,14.5040969848633
"2008-06-30",14.5081195831299,14.6461029052734,12.8291625976562,13.1113548278809,3765445109,13.033878326416
"2008-07-31",12.9409942626953,13.840124130249,11.5965328216553,11.7995223999023,4179045594,11.7297983169556
"2008-08-31",11.7686376571655,12.7188272476196,11.5043792724609,11.5389986038208,2762893330,11.4708137512207
"2008-09-30",11.8747406005859,12.0094861984253,9.48220825195312,9.97560882568359,5383242366,9.91666316986084
"2008-10-31",10.24036693573,10.3855724334717,7.70711183547974,8.95045185089111,8001704352,8.89756393432617
"2008-11-30",8.90611839294434,9.27423763275146,6.15941286087036,7.29664993286133,6345013858,7.25353336334229
"2008-12-31",7.14023685455322,8.20673942565918,6.53998708724976,7.66252899169922,4537239177,7.61725044250488
"2009-01-31",7.68619012832642,8.77535820007324,7.04235410690308,8.4316463470459,4411742543,8.3818244934082
"2009-02-28",8.32604217529297,9.48943138122559,8.20798397064209,8.41819667816162,4480141965,8.36845397949219
"2009-03-31",8.30213165283203,8.94546985626221,7.20922803878784,8.66900634765625,4576100295,8.6177806854248
"2009-04-30",8.56240558624268,10.0560569763184,8.48345184326172,9.86228370666504,3526484770,9.8040075302124
"2009-05-31",9.83887100219727,10.3917989730835,9.58133697509766,10.3917989730835,2289963292,10.3303937911987
"2009-06-30",10.4291591644287,11.1417379379272,10.0097312927246,10.500391960144,2829004207,10.4383449554443
"2009-07-31",10.5653982162476,11.2752380371094,9.86253261566162,11.0348892211914,2931635455,10.9696836471558
"2009-08-31",11.176607131958,11.8144664764404,10.9230575561523,11.498649597168,1956851371,11.4307041168213
"2009-09-30",11.44908618927,12.6276683807373,11.2724981307983,12.3499593734741,2050842356,12.2769842147827
"2009-10-31",12.2789745330811,13.9885673522949,12.0199460983276,13.3529500961304,3098550758,13.2740478515625
"2009-11-30",13.376859664917,14.621693611145,13.1566858291626,14.5205726623535,1642381057,14.4347705841064
"2009-12-31",14.648344039917,15.5913095474243,14.4254302978516,15.4416208267212,1711202055,15.3503761291504
"2010-01-31",15.6152200698853,15.6789808273315,13.0911808013916,13.1990270614624,3577378821,13.1210327148438
"2010-02-28",13.315092086792,13.6363868713379,12.951455116272,13.1208200454712,2089173495,13.043288230896
"2010-03-31",13.1805963516235,14.6520795822144,13.1442317962646,14.1250562667847,3363548325,14.0415916442871
"2010-04-30",14.2304105758667,14.8901882171631,12.9771089553833,13.0934228897095,2933394020,13.0160551071167
"2010-05-31",13.1133480072021,13.2732486724854,11.4570560455322,12.0954132080078,3274676457,12.0239410400391
"2010-06-30",11.9658994674683,12.683708190918,11.0764827728271,11.0822105407715,2403503278,11.0167264938354
"2010-07-31",11.0906791687012,12.3910551071167,10.8002681732178,12.0759859085083,2782791635,12.0046291351318
"2010-08-31",12.1791000366211,12.6675186157227,11.1494588851929,11.2084884643555,2122132569,11.1422557830811
"2010-09-30",11.3320245742798,13.3711318969727,11.2702560424805,13.095664024353,2396990959,13.0182819366455
"2010-10-31",13.2005214691162,15.5601768493652,12.922812461853,15.2852067947388,3185812619,15.1948862075806
"2010-11-30",15.3357677459717,15.7123556137085,13.7810945510864,13.8408708572388,2346438185,13.7590847015381
"2010-12-31",14.022439956665,15.118332862854,14.007495880127,14.7937994003296,1697747812,14.7063827514648
"2011-01-31",14.8563146591187,16.0139751434326,14.8331518173218,14.952953338623,2408369449,14.864595413208
"2011-02-28",15.0558166503906,15.7205753326416,14.9776096343994,15.2777347564697,1681037411,15.1874589920044
"2011-03-31",15.3868255615234,15.4226922988892,13.7305345535278,14.614221572876,2414576630,14.5278654098511
"2011-04-30",14.6640357971191,14.8241853713989,12.9265480041504,13.5517053604126,2820199328,13.4716281890869
"2011-05-31",13.591555595398,13.592303276062,12.7870712280273,13.1761131286621,1819912003,13.0982551574707
"2011-06-30",13.1517038345337,13.2802219390869,11.7813405990601,12.6122255325317,2373868616,12.5376996994019
"2011-07-31",12.6211929321289,15.6289186477661,12.6122255325317,15.035891532898,3254372638,14.9470443725586
"2011-08-31",15.2234392166138,15.330039024353,12.2256746292114,13.4734983444214,4287032849,13.3938837051392
"2011-09-30",13.4682683944702,13.9108591079712,12.7148418426514,12.8279180526733,2353978341,12.7521181106567
"2011-10-31",12.6986522674561,15.0112342834473,11.9701328277588,14.7606725692749,3100196907,14.673451423645
"2011-11-30",14.4483442306519,15.3997783660889,13.9808464050293,14.9287929534912,2421060842,14.8405780792236
"2011-12-31",14.9439859390259,16.10862159729,14.9190797805786,16.0872001647949,2210153263,15.9921398162842
"2012-01-31",16.262544631958,16.6936779022217,14.0610456466675,14.4485931396484,2956745222,14.3632164001465
"2012-02-29",14.5688915252686,15.5815963745117,14.4244337081909,15.3985328674316,1901685367,15.3075428009033
"2012-03-31",15.4984083175659,16.4032669067383,14.7905607223511,15.9711360931396,1900304210,15.8767614364624
"2012-04-30",15.9594297409058,16.2675247192383,14.6999006271362,15.0647830963135,2363935524,14.9757642745972
"2012-05-31",15.0383815765381,15.8867025375366,14.4209470748901,14.4672727584839,2355728878,14.3817844390869
"2012-06-30",14.2413702011108,14.6423673629761,13.861044883728,14.4475965499878,1867144380,14.3622255325317
"2012-07-31",14.4911832809448,16.0050086975098,13.9997749328613,15.765157699585,2059153390,15.6720008850098
"2012-08-31",15.8730039596558,17.1604290008545,15.5270509719849,17.0632934570312,1889588194,16.9624671936035
"2012-09-30",17.0498428344727,19.0508422851562,16.7746257781982,18.7920627593994,2416126416,18.6810207366943
"2012-10-31",18.905387878418,19.2872066497803,16.6799793243408,16.9439907073975,2882716781,16.8438682556152
"2012-11-30",16.9240646362305,17.4152221679688,15.8406248092651,17.3940525054932,1874166603,17.2912712097168
"2012-12-31",17.490442276001,18.1594333648682,16.9945507049561,17.6184616088867,1674071398,17.5143527984619
"2013-01-31",17.9183387756348,18.9527111053467,17.3230686187744,18.8217010498047,2104065102,18.7104835510254
"2013-02-28",18.8842163085938,20.1487274169922,18.8817272186279,19.9552021026611,1860563808,19.837287902832
